season,HT,plot,shdi,ReS,GrE,CrO,UcN,PuU,CoM,InS,Wa,prd,REI,RE,RN,RRatio,FDE,FDN,CoverageE,CoverageN,HeightE,HeightN,LeafSE,LeafSN,InDE,InDN,InNE,InNN,FlowerDE,FlowerDN,FruitLE,FruitLN,SeedE,SeedN,shapeReS,shapeGrE,shapeCrO,shapeUcN,shapePuU,shapeCoM,shapeInS,shapeWa,pdReS,pdGrE,pdCrO,pdUcN,pdPuU,pdCoM,pdInS,pdWa,areaReS,areaGrE,areaCrO,areaUcN,areaPuU,areaCoM,areaInS,areaWa,contigReS,contigGrE,contigCrO,contigUcN,contigPuU,contigCoM,contigInS,contigWa,CoverEbox,RRatiobox,HeightEbox,LeafSEbox,InDEbox,InNEbox,FlowerDEbox,FruitLEbox,SeedEbox
summer,FR,B148,1.41560208,136.2145195,25.42480477,0.818415967,12.14381676,13.85011636,12.11957543,30.92143402,7.095109241,3.353063429,0,2,6,0.25,0.186665042,0.144006123,20,134,0.566666667,0.350795455,44.08888889,12.99925094,15.33333333,8.801123596,138,57.98876404,6.666666667,3.352247191,1.666666667,4.212359551,0.1795,0.275322727,1.346295579,1.873222228,1.596559532,1.534292681,1.436275399,1.504781684,1.486609275,7.81604594,19.69924764,11.735722,0.419132929,2.9339305,4.610462215,2.9339305,3.353063429,0.419132929,115.0489677,136.4758373,NA,78.98233449,71.29824,57.5646731,84.41772344,NA,50.40035026,54.73634306,NA,2.096148617,1.459580311,0.563976867,3.33358047,NA,3.843570404,-1.28576876,-0.49178888,3.016334986,4.644319923,5.446345553,1.728026663,0.555676121,-2.049480503
summer,FR,B153,1.241925545,154.8340254,21.94707963,0.818415967,13.25204315,14.8827243,12.22630961,9.444346585,7.076656892,3.411781541,0,1,4,0.2,0,0.19612167,2,39,0.985,0.57,22.5,13.73333333,4,9.5,5,42.2,16,21.83333333,20,16.5,0.32,5.9386,1.437423285,2.345297982,1.596559532,1.384305667,1.44807988,1.531915676,1.471088526,7.066802195,17.91185309,8.10298116,0.426472693,2.985308849,6.823563082,3.411781541,2.558836156,0.426472693,88.24834062,101.7584016,NA,44.37105146,83.22402759,67.08948178,79.56006754,NA,2.202182794,3.406061017,NA,0.861758193,1.936147166,0.746343011,14.42211175,NA,0.733044613,-1.475019938,-0.015054403,2.57915272,1.797727874,1.662373555,2.421417167,5.069207882,-1.279716079
summer,W,B155,1.258989947,153.0079665,21.66957076,0.818415967,15.10849422,14.64139652,12.22630961,9.677714533,6.99597309,3.416673967,2,3,6,0.333333333,0.072196558,0.099370859,46,212,0.189444444,0.464356436,3.407407407,8.693069307,3.164705882,3.975308642,33.58823529,18.07407407,6.361111111,6.165841584,17.75,6.00990099,0.336638889,2.46927037,1.419240979,2.512001763,1.596559532,1.418903121,1.425672033,1.531915676,1.531497449,7.094666348,20.5000438,7.26043218,0.427084246,3.416673967,6.833347934,3.416673967,2.562505475,0.427084246,89.01024065,92.90129794,NA,50.55130519,93.30236929,67.08948178,69.89558658,NA,14.87439908,3.240977018,NA,1.188166929,5.656241464,0.746343011,1.773589278,NA,5.28244177,-1.03482526,-1.113445733,1.136636842,1.427720958,3.773155722,1.689125928,4.75928763,-1.216374172
summer,FR,B156,1.126806068,165.2335525,17.69869754,0.818415967,9.424085181,20.86490361,11.40680821,4.138029801,6.890324344,3.383024077,0,2,7,0.222222222,0.190026555,0.174142945,15,45,1.6,0.385,30.43333334,8.9225,8.875,7.95,20,37.1,16,13.075,48.5,11.655,14.31335,0.34442,1.482743435,2.644852487,1.596559532,1.455708459,1.42446739,1.54047012,1.522343183,7.010276432,21.9896565,6.766048155,0.42287801,2.537268058,5.920292135,3.383024077,1.268634029,0.42287801,93.33087149,104.4818346,NA,80.73094594,206.1134296,72.64142053,7.222739944,NA,19.49645866,3.920831337,NA,9.348757929,5.98891079,0.684488197,0.225873491,NA,3.389502466,-1.386240933,0.532418039,2.779990461,3.318126088,3.182609852,2.421417167,7.786900495,2.063555843
summer,W,B157,1.124268346,166.3012561,17.46134967,0.818415967,9.415401723,21.7545963,11.04861555,4.154311285,6.9257818,3.363044029,0,2,5,0.285714286,0.000802381,0.091677557,6,76,0.316666667,0.418,5.155555555,30.68666667,3,10.54166667,7,105.0833333,5,3.84375,2.05,3.625,0.1795,1.132820833,1.440337638,2.645367491,1.596559532,1.441948707,1.42242056,1.551820005,1.520227768,7.009339141,21.85978619,6.726088058,0.420380504,2.101902518,5.88532705,3.363044029,1.261141511,0.420380504,91.68614071,106.0640553,NA,61.18660237,216.4040348,77.13764551,6.996721425,NA,14.40942113,9.684224776,NA,11.33976234,6.280168619,0.789749602,0.228765064,NA,2.074999525,-1.170277201,-0.865505082,1.482882471,1.34757555,2.023645198,1.486600775,0.808485047,-2.049480503
summer,W,B158,1.138200491,162.5170772,16.53402866,0.818415967,9.276104576,32.95083064,7.123692292,3.88005872,6.806746056,3.334626139,2,3,5,0.375,0.084749661,0.143962812,40,171,0.59375,0.370113636,8.166666667,6.533333333,20,5.817307692,100,39.57692308,2.1375,8.366477273,12.975,9.734090909,2.07896875,4.017038462,1.429482827,2.758253259,1.596559532,1.352280037,1.439673051,1.414175944,1.49999639,6.565174165,22.9255547,5.418767475,0.416828267,1.667313069,5.001939208,3.751454406,1.250484802,0.416828267,97.45210518,98.46796351,NA,26.95250887,246.9129607,84.49485831,15.85183041,NA,30.36929857,3.299023394,NA,0.316763591,9.635910599,1.873426303,0.236486269,NA,5.02741639,-0.929770476,-0.456615847,1.84703587,5.389330204,5.056610865,0.731501422,4.000522413,0.680828865
summer,W,B160,1.13769201,161.5257157,17.04020193,0.81045613,8.12554632,36.90252789,6.829178324,3.356518533,6.845821619,3.313507974,0,1,8,0.111111111,0,0.122275075,20,211,0.55,0.494666667,5,9.808222222,18,5.946666667,200,43.34666667,1.2,5.92,2,2.873333333,0.55,1.360250704,1.495173714,2.882155555,1.596559532,1.375565625,1.402338661,1.433163484,1.620353421,6.560035761,21.53780183,4.970261961,0.414188497,1.656753987,5.798638955,2.485130981,1.656753987,0.414188497,100.2105692,89.57200953,NA,57.91133384,283.844165,55.89593845,78.22629609,NA,23.5017382,3.433489213,NA,1.959763083,24.14680238,0.766921307,2.938684342,NA,3.843570404,-1.951855555,-0.513835972,1.457876528,5.085354851,5.901617213,0.180669554,0.777429042,-0.63504601
summer,R,B162,1.118265097,162.758405,17.34448479,0.084663721,5.912349827,38.28573047,6.553478515,4.967661901,6.787208274,3.296332245,2,3,5,0.375,0.04984149,0.144500493,62,114,0.598214286,0.465660377,4.638095238,8.303144654,13.15384615,5.91509434,39.15384615,75.69230769,7.132142857,4.211538462,10.67857143,2.159433962,0.291328571,12.52330769,1.497608851,2.569627493,1.353368624,1.395923329,1.452250254,1.482931559,1.419399091,6.373951386,20.60207653,5.768581428,0.412041531,1.236124592,5.356539897,2.472249183,2.060207653,0.412041531,103.7970067,105.787582,NA,47.49177311,274.253506,70.23085272,47.6323429,NA,29.3032108,9.205698642,NA,0.94220402,6.210924957,2.609050172,1.904360886,NA,5.846582387,-0.929770476,-0.450892623,1.396144996,4.245769208,3.950161171,1.783667678,3.566370042,-1.398724158
summer,R,B167,1.202817141,143.3599204,15.01478523,0,4.793992731,37.90980908,10.90316762,7.929444882,5.319341972,3.107927738,0,1,4,0.2,0,0.160309815,2,7,0.15,0.4225,0.28,5.550000001,6,7.375,14,47,3.5,7.3125,18,7.1,0.1183,0.48935,1.454479773,2.766027722,0,1.51898685,1.503678524,1.358416846,1.414465965,4.361307701,23.53145287,5.327876121,0,1.33196903,4.439896768,2.219948384,1.775958707,0.887979354,79.5125316,43.68667506,0,31.06174423,196.866748,73.80999423,47.83398045,133.5646142,1.66490375,2.296371511,0,1.409556405,1.994020925,0.795494879,0.909084731,3.612094607,0.733044613,-1.475019938,-1.2060027,-1.37983574,2.51680752,2.783383275,1.177468948,4.794988428,-2.662545307
summer,FR,B168,1.218176341,145.3502415,18.58947566,0,5.222014874,29.40472326,12.29107374,7.782187898,6.420693962,3.110276024,1,1,6,0.142857143,0,0.153924368,3,34,0.8,0.419444444,16.66666667,14.95740741,12,7.158823529,9,48,20,3.15,5.2,3.941666667,0.03,0.785776923,1.410567272,2.621998922,0,1.20908686,1.369855558,1.358670605,1.536496986,7.434446503,23.9935579,5.776226902,0,0.888650293,3.554601171,3.110276024,2.221625732,0.444325146,79.29874408,53.4054034,0,39.16449531,144.0976562,85.03822242,79.38920142,NA,14.08763955,2.301189796,0,0.510720533,0.908750636,0.854615911,6.016059738,NA,1.20108329,-1.751746139,-0.2106839,2.371937738,4.017430111,2.29667249,2.588655509,2.181042345,-5.081978185
summer,FR,B169,1.147318417,155.2103086,20.58486207,0,5.194517255,18.07172445,11.29826498,9.576407516,6.201798445,3.095456584,1,2,7,0.222222222,0.074401386,0.056760668,6,121,0.1375,0.381666667,4.741666667,6.442647059,6.5,2.198529412,6.25,48.44117647,18.5,2.395588235,18,2.036764706,0.2,213.9641714,1.411881223,2.430223404,0,1.258486886,1.387492116,1.347583736,1.421669164,7.444598792,24.32144459,6.633121252,0,1.768832334,3.537664668,3.095456584,1.768832334,0.442208083,84.70830017,98.26821753,0,124.2886592,109.1775249,99.71777075,5.158730384,NA,8.814305191,7.939296503,0,79.10953853,2.242698108,13.04032474,0.355481115,NA,2.074999525,-1.386240933,-1.237724331,1.414350555,2.671592361,1.901420272,2.530649708,4.794988428,-1.898648307
summer,FR,B170,0.969932008,172.2400181,18.98819113,0,3.355794911,9.47039696,11.29356144,7.650850587,5.84794751,3.058815419,2,4,8,0.333333333,0.092198987,0.160801402,106,43,0.195714286,0.27335,2.812662338,5.250666667,5.133766234,5.835,5.961038961,38.6,6.818181818,9.7725,7.324324324,10.805,0.474415584,0.52051,1.407833607,2.283134137,0,1.330047927,1.33618524,1.338592402,1.440904577,7.241721484,22.2856552,6.55460447,0,0.873947263,4.806709945,3.058815419,2.621841788,0.436973631,98.48711603,116.6024047,0,139.591646,102.1762326,99.11727511,70.63763931,NA,2.294646602,5.990294013,0,17.19386256,40.43543812,3.19289052,1.501443946,NA,6.930411087,-1.03482526,-1.099620975,0.970081547,2.227803197,1.850531513,1.746595277,2.800217762,-0.804144485
summer,FR,B171,0,0,0,0,0,0,0,0,0,0,0,2,8,0.2,0,0.197346213,25,42,0.32,0.494666667,18.75,18.18916667,16,10.36153846,12,52,6,7.253125,4,10.54375,0.58,2.654725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.210451224,-1.475019938,-0.859730817,2.454192025,4.75891293,2.612597255,1.640411979,1.751286756,-0.575507516
summer,FR,B172,1.013238811,166.3309245,25.34810088,0,3.334086265,13.57043663,6.360271563,7.76916271,5.875445128,3.062272255,0,2,6,0.25,0.126423277,0.074997487,14,83,0.425,0.340172414,15.06666667,4.356949152,3.5,2.261864407,22.5,42.10169492,5,2.242372881,1.75,1.944067797,1.54975,2.4046,1.414112808,2.310815797,0,1.064256174,1.283081608,1.486891133,1.263932127,4.661188956,22.31084071,6.12454451,0,0.437467465,3.49973972,1.74986986,1.74986986,1.312402395,105.3924041,118.0365848,0,NA,48.96541109,125.4991879,27.52343168,120.8261457,3.461988924,2.478160859,0,NA,1.877128144,10.84487953,0.530301975,1.076151848,3.283678516,-1.28576876,-0.690656462,2.300485807,1.582980313,3.315700456,1.486600775,0.613736642,0.419449502
summer,FR,B173,0,0,0,0,0,0,0,0,0,0,0,2,9,0.181818182,0.067584393,0.184254528,10,107,0.4375,0.255806452,11.35,16.90843145,3,4.86875,6.25,35.58333333,6.25,3.167708333,4.6875,5.454237288,0.192125,0.21335122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.783998567,-1.554448734,-0.671938833,2.095059793,1.34757555,1.901420272,1.674467926,2.006690785,-1.954296902
summer,FR,B174,1.069975424,162.0141602,28.66011669,0,4.630454262,13.72239715,6.796977165,7.76916271,6.276693275,3.045199971,1,2,6,0.25,0.07426019,0.164985617,11,45,0.9,0.351333333,47,28.66666667,8.25,9.65,29.5,68.2,5.5,4.204545455,3.125,3.709090909,4.681,0.726093333,1.395111203,2.07348732,0,1.419236883,1.378362871,1.315237094,1.263932127,4.68652473,20.01131409,7.395485644,0,1.305085702,4.78531424,1.740114269,1.740114269,0.870057135,104.8138516,117.2775015,0,108.7474192,89.0194689,111.3082906,27.52343168,122.1520176,2.652609003,8.799461258,0,31.96424565,17.69164251,1.134359887,0.530301975,1.216501603,2.922819485,-1.28576876,-0.102526293,3.056008052,3.159958719,3.624169129,1.567356682,1.379053467,1.328003352
summer,FR,B175,0,0,0,0,0,0,0,0,0,0,1,1,7,0.125,0,0.182081984,2,40,0.13,0.242105263,6.166666667,11.48666667,8,10.55,7,64.5,20,11.9375,18,11.685,0.2,1.97036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.733044613,-1.858759239,-1.257424987,1.627150274,3.09454467,2.023645198,2.588655509,4.794988428,-1.898648307
summer,FR,B176,1.297919165,132.1857565,40.90017511,0,9.981997392,7.407713748,10.7414382,12.80737771,7.334266162,3.162287822,3,3,11,0.214285714,0.126237421,0.141736668,13,111,0.425,0.35046875,7.909722222,26.40104167,7.05,6.330508475,26.5,32.6440678,10.5,17.48666667,7.466666667,8.469166667,0.1696,0.286237736,1.499235424,2.171873872,0,1.983422337,1.372571016,1.332209965,1.436490486,5.495414267,23.03952556,6.776331048,0,3.162287822,4.517554032,2.710532419,2.258777016,0.903510806,102.426149,125.8841012,0,172.491761,102.4659075,81.67154439,65.29168389,116.2399501,19.37640456,2.600101701,0,96.85004928,4.040770571,0.7874351,0.529940826,1.610578194,3.171302616,-1.417001434,-0.690656462,1.822399307,2.833290861,3.501639564,2.095378667,2.837097581,-2.129922919
summer,FR,B177,1.32408217,130.3408834,40.86182317,0,11.20129969,5.870379778,11.26606382,16.10636833,7.36610551,3.138831545,2,3,14,0.176470588,0.127271583,0.168128311,29,149,0.507714286,0.2155,11.77678571,6.367790262,7.482142857,6.055172414,19.42857143,63.45977011,13.89285714,14.23820225,5.733333333,6.287078652,0.161357143,0.6184,1.424354449,2.25500249,0,2.013103708,1.371700545,1.340988182,1.362791473,5.509147865,21.97182082,6.277663091,0,3.138831545,4.035640558,2.690427039,2.242022532,0.896809013,86.49385737,124.6113983,0,144.376722,115.6071482,78.03485798,119.960634,116.3523195,15.03757127,2.389397214,0,96.89649524,4.040547108,0.80909488,44.51568394,1.602234212,4.461830625,-1.579156569,-0.571257333,2.122242824,2.954759107,3.149951012,2.313637846,2.35056623,-2.201324235
summer,FR,B178,1.340702658,127.9724701,40.96819554,0,11.33734054,5.562478811,11.57505022,17.53117915,7.36646732,3.148711177,2,2,11,0.153846154,0.089705625,0.160341588,7,103,0.12,0.175070423,5.23611111,5.55516432,5.7,4.448550725,15.33333333,29.04347826,15,8.582142857,18,3.678571429,0.23,0.279904762,1.396618651,2.26200202,0,2.024863082,1.388741077,1.429468349,1.482842145,5.507993465,23.39042589,6.297422354,0,3.148711177,4.048342942,3.148711177,2.249079412,0.899631765,88.4167085,125.6401531,0,140.6099306,120.4184198,91.30596149,125.3329428,116.3552123,25.19542222,2.386804096,0,96.89651431,3.939570352,4.36961006,3.177017218,1.602739655,2.28288129,-1.691673667,-1.284562217,1.495500565,2.419937038,2.884667594,2.372347942,4.794988428,-1.708484754
summer,FR,B180,1.433980908,114.2232989,41.99031097,0,17.21857465,4.870334804,12.23028953,19.90321057,7.105601754,3.217775045,0,1,9,0.1,0,0.148297662,10,74,0.3,0.311,4.666666668,6.372195122,3,4.369230769,7,29.51282051,5,10.3304878,2.45,6.206097561,0.1795,1.978754545,1.420196988,2.238044731,0,1.863164781,1.446374548,1.359454775,1.549084501,5.414499022,24.36315391,5.975867941,0,4.137139343,4.137139343,2.758092896,2.298410746,0.919364299,94.93157432,119.7958841,0,123.031809,135.6871604,75.27271727,134.7120202,115.4325383,18.67288128,2.273547407,0,77.61677612,4.653043762,0.84428336,1.777457682,1.636658798,2.783998567,-2.034117122,-0.894824578,1.401212556,1.34757555,2.023645198,1.486600775,1.040216746,-2.049480503
summer,FR,B181,1.420385486,116.1202728,44.44772973,0,16.09008685,4.958978443,12.23028953,19.0978198,7.06616438,3.18165416,4,5,14,0.263157895,0.122448248,0.201230469,27,142,0.616666667,0.275625,13.23148148,30.57325203,7.4,5.354098361,18,47.31147541,11.16666667,8.758064516,11.08571429,8.226612903,0.357288889,1.711131707,1.391817946,2.134521289,0,1.869572018,1.364367463,1.359454775,1.512510281,5.425720681,22.27157912,6.817830342,0,4.090698205,3.636176182,2.727132137,2.727132137,0.909044046,94.49438681,128.0077125,0,130.5407823,131.1932282,75.27271727,112.1979211,115.2876696,22.63528814,6.720533467,0,77.60118455,4.102898364,0.84428336,1.547412756,1.60686014,4.340055097,-1.241605636,-0.42745128,2.207194753,2.932022512,3.064086409,2.14388839,3.647651827,-1.142796133
summer,FR,B182,1.41381949,116.6546673,46.34253275,0,14.50137575,5.617835859,12.23028953,18.11297087,7.147209992,3.173065107,0,1,7,0.125,0,0.15522621,8,76,0.3,0.358510638,4.666666667,14.75744681,3,3.045652174,7,75.60869565,5,3.804347826,2.45,1.405434783,0.1795,1.02056,1.419415137,2.179213307,0,1.836634265,1.423510624,1.359454775,1.482299512,5.515524566,19.94498068,7.252720246,0,4.986245169,4.079655138,2.719770092,3.173065107,0.906590031,91.39843651,131.1018997,0,172.6859468,145.9959597,75.27271727,91.41826117,115.5778597,27.2543237,14.44694235,0,66.26927101,3.813672893,0.84428336,9.928859196,1.566472327,2.467147915,-1.858759239,-0.894824578,1.401212556,1.34757555,2.023645198,1.486600775,1.040216746,-2.049480503
summer,FR,B184,1.475605691,115.4266816,53.73324139,0,27.46288485,7.938851962,5.53896111,23.92292825,8.179817936,2.890133232,2,2,6,0.25,0.11691591,0.122650085,4,110,0.375,0.393333333,3.6875,48.63333333,8.05,9.520833333,38.5,26.66666667,6.5,7.428571429,12,8.1875,0.1888,1.853214286,1.478710136,1.8944079,0,1.787981804,1.396930997,1.406744634,1.787733323,5.218928235,16.10217086,9.083275871,0,5.780266463,4.541637935,1.238628528,2.06438088,1.651504704,84.50605297,122.6961056,0,145.6418357,130.7097185,77.36162644,134.5512768,125.018989,18.27344397,3.457887681,0,55.87966547,3.852284711,1.951588408,1.076798411,9.891837831,1.552065931,-1.28576876,-0.768313776,1.20407647,3.10773106,3.930666426,1.707057306,3.823100012,-1.978620893
summer,W,B185,1.467642289,119.3986402,46.65369001,0,34.59779327,11.10650527,3.091311237,22.27126208,8.024601115,2.855466835,1,2,3,0.4,0.121490791,0.055841744,14,50,0.34,0.418181818,8.85,7.242424242,4.34,11.06818182,108.8,151.0909091,3.95,4.590909091,1.6,3.443181818,0.974,1.293786364,1.446252798,1.847078631,0,1.79402669,1.382951775,1.377885747,1.652464757,5.966378901,15.90902951,8.158476673,0,5.303009837,4.48716217,0.815847667,2.855466835,0.815847667,108.5701725,123.4387117,0,137.7497487,144.0449346,116.3945432,137.2948138,109.2132668,9.458873151,3.749942365,0,58.79751679,4.04375078,2.42272615,1.150371149,3.666048126,3.283678516,-0.871626471,-0.82567506,1.908530442,1.934097669,5.158182466,1.283537011,0.507800179,-0.026413498
summer,R,B186,1.483453315,115.5974563,47.35270842,0,37.74735604,11.10650527,2.477318357,23.84369169,8.031113709,2.843723387,1,1,5,0.166666667,0,0.051739486,8,126,0.65,0.49673913,4,16.0141844,15,4.422222222,45,25.11111111,8,4.355555556,12,2.611111111,0.0876,1.9702,1.452489267,1.900162309,0,1.795538178,1.382951775,1.395721765,1.64785136,5.992072988,15.03110933,7.312431567,0,5.687446775,4.46870818,0.812492396,2.843723387,0.812492396,102.3563575,113.5861956,0,142.8682792,144.0449346,110.1917534,120.3153982,108.1613654,2.635149195,3.004850053,0,55.88705379,4.04375078,2.177257063,2.424135758,3.649338325,2.467147915,-1.626237986,-0.385943373,1.272828678,4.585824993,4.11176315,1.877476036,3.823100012,-3.137091191
summer,W,B187,1.448240074,120.2847148,42.39155912,0,39.76987826,13.3443049,0.273528944,24.5492227,7.810409138,2.817767513,2,2,8,0.2,0.080694584,0.161080818,35,48,0.625,0.530555556,4.933333333,11.40555556,15,6.111111111,45,42.5,6.77,7.777777778,12.6,5.311111111,0.62128,0.975517647,1.414248954,1.818025339,0,1.905054377,1.337891327,1.281488067,1.48260367,5.745645235,16.90660508,9.258378973,0,4.427920378,4.427920378,0.402538216,2.415229297,0.805076432,114.4343098,140.5274841,0,126.8800315,135.2750144,NA,81.39547237,117.4834645,36.17037373,22.30543448,0,66.36906784,9.008129509,NA,1.154187928,3.89551915,4.789029767,-1.475019938,-0.416975339,1.446890432,4.585824993,4.11176315,1.74074009,3.933384389,-0.499364802
summer,R,B188,1.435409795,122.9053102,42.25262378,0,39.63854095,13.02156969,0.273528944,23.98009435,7.706207635,2.802490006,2,3,13,0.1875,0.082886906,0.160192346,16,145,0.775,0.37890625,4.166666667,23.82421875,15,6.38,45,40.83333333,5.25,7.393548387,16,4.338709677,1.0428,0.835032787,1.416569104,1.835252009,0,1.912074945,1.350106899,1.281488067,1.487452989,5.663344951,16.0142286,9.208181448,0,4.403912866,4.403912866,0.400355715,2.402134291,0.80071143,110.3505888,140.4430447,0,126.4300536,137.6293405,NA,87.12582709,121.3660712,27.63911086,22.2230495,0,66.70552949,4.013013153,NA,1.263289261,3.830868795,3.489557246,-1.528895479,-0.238722266,1.307068314,4.585824993,4.11176315,1.528036624,4.499350236,0.041734253
summer,FR,B190,1.366712439,133.1481732,30.14245543,0,45.6388108,16.27569577,0,19.49653527,6.036450922,2.392934894,2,3,11,0.214285714,0.078497404,0.074197376,7,148,0.85,0.2516,10.5,4.66,12,10.56666667,9,109.0666667,11.25,4.365333333,12.6,2.402666667,1.014,0.508564516,1.374176527,2.056315673,0,1.530142244,1.405144982,0,1.431295891,4.614933317,15.9528993,5.982337236,0,3.988224824,2.392934894,0,1.994112412,0.398822482,109.4325265,123.927109,0,76.25936881,43.17055649,0,114.421852,138.6120115,27.63636691,27.90376857,0,0.924793703,0.405280649,0,13.47663446,15.44966876,2.28288129,-1.417001434,-0.155841135,2.037322444,4.017430111,2.29667249,2.149727221,3.933384389,0.013883594
summer,FR,B191,1.350302824,135.7633415,28.71945366,0,44.26646254,15.09908714,0,20.36162482,6.065757595,2.397355935,2,2,5,0.285714286,0.100918828,0.08510396,9,50,0.115,0.103214286,4.770833334,3.704761905,4.55,6.285714286,19.5,10.46428571,12.5,23.73571429,18,8.435714286,0.245,0.246615385,1.350319469,2.111783935,0,1.56989263,1.427067726,0,1.40598221,3.653003936,15.58281358,5.593830515,0,3.995593225,2.397355935,0,1.997796612,0.399559322,114.5021821,114.3914602,0,79.25961034,45.41562597,0,105.9641989,141.1576334,27.68021216,28.98195074,0,0.734814206,0.539420707,0,2.572996529,25.08962717,2.632982752,-1.170277201,-1.298537966,1.419396769,2.014937197,3.154083423,2.232003903,4.794988428,-1.624251114
summer,FR,B193,1.371184722,132.2801892,28.76070009,0,38.77851675,13.63592438,1.014155594,21.36926782,6.341457403,2.89040957,0,2,7,0.222222222,0.010004329,0.129805772,73,48,0.36,0.399166667,6.729523809,6.947222222,3,9.666666667,6.914285714,88.66666667,5.142857143,4.8,1.642857143,4.661111111,0.180942857,0.914194444,1.329509038,1.967452538,0,1.484143332,1.401495525,1.216184395,1.473222834,5.98760311,14.45204785,8.258313056,0,4.542072181,2.89040957,1.238746958,2.477493917,0.412915653,130.2458198,129.1440822,0,114.785413,77.43631094,45.23246249,71.14738793,NA,29.46765173,30.26651348,0,33.50605359,4.012448783,1.137656856,0.989031294,NA,6.166856869,-1.386240933,-0.792568098,1.696352125,1.34757555,2.010330703,1.510550018,0.53872851,-2.038201814
summer,W,B194,1.40466329,125.5714938,40.01771864,0,36.85404525,14.31793769,1.034416997,17.49644532,6.722082335,2.892392981,3,4,12,0.25,0.066086265,0.097038366,57,169,0.75,0.38255814,15.57142857,9.320740741,14.75,10.08139535,44.75,118.1860465,13.54761905,5.761111111,8.69047619,4.462222222,0.15432,6.885219512,1.326508217,2.038896736,0,1.679738743,1.345567904,1.374323708,1.530323967,2.847400163,13.22236791,7.437581952,0,3.718790976,2.892392981,1.652795989,2.479193984,1.239596992,129.1104694,162.0550343,0,94.0158063,45.14915167,78.14146406,105.8388098,161.7605222,30.80060734,25.13630446,0,1.254313138,0.649068928,13.51097692,1.845759706,1.620205633,5.684933245,-1.28576876,-0.267198248,2.323914486,4.541405571,4.105276555,2.294271515,3.136140542,-2.265835505
summer,W,B196,1.225012212,148.8601678,47.91098244,0,20.28057921,10.50770844,3.51897157,7.138164723,6.635609561,2.858867703,2,5,12,0.294117647,0.078270137,0.162897667,75,170,0.538333333,0.280588235,6.135555556,4.405944445,4.636363636,8.11,12.04545455,68.94,4.8,6.860833333,7.783333333,5.755,0.656926667,0.827544068,1.374837614,2.046781954,0,1.582993637,1.341818113,1.294019103,1.536857255,2.923365831,14.29433851,7.351374092,0,3.267277374,2.858867703,2.450458031,0.816819344,1.225229015,119.3110096,217.5578481,0,89.0518707,88.7122342,88.65065207,107.0570204,155.8251318,29.84607078,25.30218831,0,0.791736872,44.56613314,2.972428972,1.760116638,1.709490637,6.220670932,-1.144980936,-0.529460301,1.623119914,2.047489739,2.616773394,1.451776349,2.917473462,-0.438343383
summer,FR,B197,1.186690461,151.366431,47.46631701,0,15.56980296,10.16290278,4.099677859,6.381618399,6.658403639,2.896090503,2,3,11,0.214285714,0.083898015,0.149746905,16,90,0.557142857,0.281794872,6.028571428,33.90854701,8.666666667,9.708333333,38,66.86111111,4.071428571,5.472972973,5.542857143,4.543243243,0.401678571,0.513904865,1.376800096,2.244765131,0,1.558808328,1.389971737,1.256785107,1.430562104,2.922860113,11.58436201,5.378453791,0,4.137272147,2.068636074,2.068636074,0.827454429,1.241181644,94.51516748,182.9069557,0,80.76054208,70.62562492,56.53632727,136.5143447,155.8824976,0.81617836,2.268888613,0,2.532632369,1.368498797,1.496165037,5.88900411,1.719656264,3.489557246,-1.417001434,-0.504348495,1.609082878,3.266219399,3.915543019,1.309889116,2.291294217,-1.00059439
summer,FR,B198,1.186584467,151.9786148,47.2948187,0,16.04630774,10.42449197,3.823978051,6.418161287,6.640674912,2.885086421,1,2,1,0.666666667,0.069594955,0,36,2,0.19,2.6,12.78472223,128,2.891666667,3.5,38.66666667,9,8.75,12.5,10,6,0.5225,200,1.379039245,2.180294941,0,1.562353008,1.372136796,1.211130431,1.41120815,2.919802652,11.54034568,5.770172841,0,4.12155203,2.060776015,2.472931218,0.824310406,1.236465609,94.06150013,192.0889313,0,89.91269837,65.45823229,78.82729477,134.9318707,155.8384038,0.800940141,6.074037129,0,3.959523232,0.935979639,49.01412559,4.758608967,1.716213103,4.838898735,-0.396555944,-1.112211972,2.182269825,1.293313704,3.935665685,1.949938566,3.426120123,-0.693151558
